EOYBYear,collectDate,sortDate,marshName,marshAbbrev,siteName,monitoringPurpose,marshRegion,isExperiment,Transect,locationID,locationName,Replicate,speciesName,ITISID,liveMass,deadMass,unknownMass,totalMass,sampleComment,latitude,longitude
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,A,1,Creekbank (1),a,Spartina alterniflora,41267,43,3.8,0,46.8,,37.625273,-75.671577
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,C,4,Transition (4),a,Spartina patens,41271,3.1,0.5,0,3.6,,37.625273,-75.671577
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,C,4,Transition (4),b,Spartina patens,41271,16.7,1.9,0,18.6,,37.625273,-75.671577
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,A,4,Transition (4),a,Spartina patens,41271,34,14.9,0,48.9,,37.625273,-75.671577
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,A,4,Transition (4),b,Spartina patens,41271,7,26.9,0,33.9,,37.625273,-75.671577
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,B,4,Transition (4),a,Spartina patens,41271,6.9,0.2,0,7.1,,37.625273,-75.671577
1999,NA,NA,Bellvue,BV,Bellvue,EOYB,1,0,B,4,Transition (4),b,Spartina patens,41271,5,1.7,0,6.7,,37.625273,-75.671577
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),b,Distichlis spicata,40662,4.49,0.52,0,5.01,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,1,Creekbank (1),a,Distichlis spicata,40662,4.45,28.12,0,32.57,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,3,High Marsh (3),a,Distichlis spicata,40662,10.22,3.19,0,13.41,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,4,Transition (4),b,Distichlis spicata,40662,7.34,3.33,0,10.67,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,1,Creekbank (1),a,Distichlis spicata,40662,0.59,1.41,0,2,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,1,Creekbank (1),b,Distichlis spicata,40662,1.25,10.4,0,11.65,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,1,Creekbank (1),b,Distichlis spicata,40662,0,0.27,0,0.27,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,1,Creekbank (1),b,Distichlis spicata,40662,0,1.45,0,1.45,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,3,High Marsh (3),a,Distichlis spicata,40662,0,1.91,0,1.91,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),a,Distichlis spicata,40662,1.15,0.36,0,1.51,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),b,Distichlis spicata,40662,0,3.66,0,3.66,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,1,Creekbank (1),b,Distichlis spicata,40662,1.08,1.67,0,2.75,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,3,High Marsh (3),a,Distichlis spicata,40662,0,1.05,0,1.05,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),a,Distichlis spicata,40662,7.16,3.76,0,10.92,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,3,High Marsh (3),a,Distichlis spicata,40662,8.18,33.98,0,42.16,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),a,Fimbristylis spadicea,40108,1.32,0.33,0,1.65,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),b,Juncus roemerianus,39238,0.86,2.71,0,3.57,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,4,Transition (4),a,Phragmites australis,41072,0,19.81,0,19.81,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,4,Transition (4),b,Phragmites australis,41072,10.56,36.36,0,46.92,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),a,Pine needles,NA,0,0.29,0,0.29,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),a,Pine needles,NA,0,1.51,0,1.51,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),b,Plant debris - leaves,NA,0.27,0,0,0.27,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,4,Transition (4),b,Plant debris - leaves,NA,0,2.24,0,2.24,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),b,Plant debris - leaves,NA,0,0.58,0,0.58,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),b,Scirpus sp.,40225,0,1.72,0,1.72,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,4,Transition (4),a,Scirpus sp.,40225,2.17,0.21,0,2.38,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),a,Scirpus sp.,40225,0,3.12,0,3.12,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,1,Creekbank (1),b,Spartina alterniflora,41267,0,2.84,0,2.84,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,3,High Marsh (3),b,Spartina alterniflora,41267,17.03,0,0,17.03,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,1,Creekbank (1),b,Spartina alterniflora,41267,0,0.21,0,0.21,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,1,Creekbank (1),b,Spartina alterniflora,41267,0,18.4,0,18.4,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),b,Spartina alterniflora,41267,0,1.53,0,1.53,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,1,Creekbank (1),a,Spartina alterniflora,41267,14.17,24.35,0,38.52,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,1,Creekbank (1),b,Spartina alterniflora,41267,12.44,4.04,0,16.48,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,3,High Marsh (3),a,Spartina alterniflora,41267,0,7.9,0,7.9,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,1,Creekbank (1),b,Spartina patens,41271,2.54,7.7,0,10.24,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),b,Spartina patens,41271,11.83,6.19,0,18.02,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,1,Creekbank (1),a,Spartina patens,41271,18.12,68.82,0,86.94,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,3,High Marsh (3),b,Spartina patens,41271,29.28,78.97,0,108.25,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,3,High Marsh (3),a,Spartina patens,41271,40.15,27.25,0,67.4,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,1,Creekbank (1),b,Spartina patens,41271,0,7.71,0,7.71,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,3,High Marsh (3),a,Spartina patens,41271,6.94,37.49,0,44.43,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,3,High Marsh (3),b,Spartina patens,41271,15,38.19,0,53.19,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),a,Spartina patens,41271,1.92,0.2,0,2.12,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),a,Spartina patens,41271,6.68,2.45,0,9.13,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,A,4,Transition (4),b,Spartina patens,41271,3.14,4.65,0,7.79,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,3,High Marsh (3),a,Spartina patens,41271,0.26,41.32,0,41.58,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,3,High Marsh (3),a,Spartina patens,41271,8.4,34.53,0,42.93,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,B,4,Transition (4),a,Typha sp.,42324,0,27.74,0,27.74,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,D,4,Transition (4),a,Unidentified,NA,0,0.2,0,0.2,,37.39574644,-75.87609396
1999,NA,NA,Box Tree,BT,Box_Tree,EOYB,1,0,C,4,Transition (4),b,Woody debris,NA,0,1.56,0,1.56,,37.39574644,-75.87609396
1999,NA,NA,Broad Creek,BC,Broad_Creek,EOYB,1,0,C,1,Creekbank (1),b,Salicornia sp.,20646,0,2.82,0,2.82,,0,0
1999,NA,NA,Broad Creek,BC,Broad_Creek,EOYB,1,0,C,1,Creekbank (1),b,Spartina alterniflora,41267,8.19,18.2,0,26.39,,0,0
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),b,Atriplex arenaria,20511,1.2,0,0,1.2,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,2,Low Marsh (2),a,Distichlis spicata,40662,5.6,0.7,0,6.3,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),b,Distichlis spicata,40662,1.9,5.2,0,7.1,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,4,Transition (4),a,Distichlis spicata,40662,16.3,52.1,0,68.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,2,Low Marsh (2),b,Distichlis spicata,40662,3.1,0.6,0,3.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),a,Distichlis spicata,40662,0.7,1,0,1.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),a,Distichlis spicata,40662,1.8,3.1,0,4.9,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),b,Distichlis spicata,40662,12.4,3.6,0,16,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),a,Juncus gerardi,39235,38.4,23.8,0,62.2,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),b,Juncus gerardi,39235,0,11.3,0,11.3,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,3,High Marsh (3),a,Juncus roemerianus,39238,56.5,47,0,103.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,3,High Marsh (3),b,Juncus roemerianus,39238,109,59.9,0,168.9,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,4,Transition (4),b,Juncus roemerianus,39238,45.5,0,0,45.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,3,High Marsh (3),a,Juncus roemerianus,39238,55.5,55.1,0,110.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,3,High Marsh (3),b,Juncus roemerianus,39238,84.8,84.7,0,169.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),b,Juncus roemerianus,39238,7.5,5.9,0,13.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),a,Juncus roemerianus,39238,51.8,44.9,0,96.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,3,High Marsh (3),a,Juncus roemerianus,39238,135.3,16.3,0,151.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,3,High Marsh (3),b,Juncus roemerianus,39238,71.4,59,0,130.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),a,Juncus roemerianus,39238,11.6,13.9,0,25.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),b,Limonium carolinianum,21330,2.7,3.7,0,6.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,4,Transition (4),a,Phragmites australis,41072,25.4,127.1,0,152.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,4,Transition (4),b,Phragmites australis,41072,30.8,123.3,0,154.1,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,4,Transition (4),a,Phragmites australis,41072,26.2,10,0,36.2,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,4,Transition (4),b,Phragmites australis,41072,0,10.7,0,10.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),a,Phragmites australis,41072,19.2,4.2,0,23.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),b,Phragmites australis,41072,0.5,0,0,0.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),a,Phragmites australis,41072,25.4,33.6,0,59,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),b,Polygonum punctatum,20862,1.8,0,0,1.8,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),b,Sabatia stellaris,30004,0,0.7,0,0.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),a,Sabatia stellaris,30004,1,0.2,0,1.2,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,1,Creekbank (1),a,Spartina alterniflora,41267,21.2,5,0,26.2,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,1,Creekbank (1),b,Spartina alterniflora,41267,175.8,26.8,0,202.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,2,Low Marsh (2),a,Spartina alterniflora,41267,15.1,12.3,0,27.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,2,Low Marsh (2),b,Spartina alterniflora,41267,34.6,15.7,0,50.3,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,1,Creekbank (1),b,Spartina alterniflora,41267,48.5,10.6,0,59.1,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,2,Low Marsh (2),a,Spartina alterniflora,41267,29.3,11.7,0,41,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,2,Low Marsh (2),b,Spartina alterniflora,41267,37,12.6,0,49.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,3,High Marsh (3),a,Spartina alterniflora,41267,3.1,1.1,0,4.2,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,3,High Marsh (3),b,Spartina alterniflora,41267,2.6,0.4,0,3,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,1,Creekbank (1),a,Spartina alterniflora,41267,113.2,13.5,0,126.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,1,Creekbank (1),b,Spartina alterniflora,41267,74.9,13.6,0,88.5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,2,Low Marsh (2),a,Spartina alterniflora,41267,42.1,5.8,0,47.9,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,2,Low Marsh (2),b,Spartina alterniflora,41267,42.2,7.9,0,50.1,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),b,Spartina alterniflora,41267,8.7,8.9,0,17.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,1,Creekbank (1),a,Spartina alterniflora,41267,37.9,13.9,0,51.8,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,1,Creekbank (1),a,Spartina alterniflora,41267,46.9,11,0,57.9,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,1,Creekbank (1),b,Spartina alterniflora,41267,76.2,14.7,0,90.9,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,2,Low Marsh (2),a,Spartina alterniflora,41267,50.4,28.2,0,78.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,2,Low Marsh (2),b,Spartina alterniflora,41267,60.4,15.3,0,75.7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,2,Low Marsh (2),a,Spartina patens,41271,7,0,0,7,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,D,4,Transition (4),a,Spartina patens,41271,21.2,18.2,0,39.4,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),a,Spartina patens,41271,9.6,0,0,9.6,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),b,Spartina patens,41271,4.1,0.9,0,5,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,A,4,Transition (4),a,Spartina patens,41271,2.8,0.1,0,2.9,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,C,3,High Marsh (3),b,Unidentified,NA,0,0,0,0,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),b,Unidentified,NA,0,0,0,0,,37.709249,-75.652248
1999,NA,NA,Channel Point,CP,Channel_Point,EOYB,1,0,B,4,Transition (4),a,Unidentified,NA,0,0,0,0,,37.709249,-75.652248
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,4,Transition (4),b,Algae: unidentified,5414,2.41,0,0,2.41,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,1,Creekbank (1),a,Algae: unidentified,5414,1.1,0,0,1.1,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,1,Creekbank (1),b,Algae: unidentified,5414,0.45,0,0,0.45,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,3,High Marsh (3),b,Algae: unidentified,5414,0,0,0,0,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,A,1,Creekbank (1),a,Algae: unidentified,5414,0,0,0,0,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,A,1,Creekbank (1),b,Algae: unidentified,5414,1.18,0,0,1.18,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,D,3,High Marsh (3),b,Distichlis spicata,40662,1.31,0.18,0,1.49,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,D,4,Transition (4),b,Distichlis spicata,40662,0.14,0.45,0,0.59,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,D,4,Transition (4),a,Distichlis spicata,40662,0.31,0,0,0.31,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,B,4,Transition (4),b,Distichlis spicata,40662,0,0,0,0,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,2,Low Marsh (2),b,Distichlis spicata,40662,0,40.29,0,40.29,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,B,3,High Marsh (3),b,Distichlis spicata,40662,0,0,0,0,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,3,High Marsh (3),a,Distichlis spicata,40662,0,21.69,0,21.69,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,3,High Marsh (3),b,Distichlis spicata,40662,2.14,8.75,0,10.89,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,C,4,Transition (4),a,Distichlis spicata,40662,0,0,0,0,,37.17505489,-75.94233124
1999,NA,1/14/00,Cushmans Landing,CL,Cushmans,EOYB,1,0,B,4,Transition (4),a,Distichlis spicata,40662,17.99,34.16,0,52.15,,37.17505489,-75.94233124
