EOYBYear,collectDate,sortDate,marshName,marshAbbrev,transect,locationID,replicate,speciesName,liveMass,deadMass,unknownMass,totalMass,sampleComment
1999,,,Bellvue,BV,C,4,a,Distichlis spicata,3.8,1.6,0,5.4,
1999,,,Bellvue,BV,C,4,a,Spartina patens,3.1,0.5,0,3.6,
1999,,,Bellvue,BV,C,4,b,Distichlis spicata,8,7.6,0,15.6,
1999,,,Bellvue,BV,C,4,b,Spartina patens,16.7,1.9,0,18.6,
1999,,,Bellvue,BV,D,1,a,Spartina alterniflora,145.3,6.5,0,151.8,
1999,,,Bellvue,BV,D,1,b,Spartina alterniflora,133.5,11.6,0,145.1,
1999,,,Bellvue,BV,D,2,a,Spartina alterniflora,49.4,14.8,0,64.2,
1999,,,Bellvue,BV,D,2,b,Spartina alterniflora,55.3,9.9,0,65.2,
1999,,,Bellvue,BV,D,4,b,Spartina alterniflora,28.4,0.1,0,28.5,
1999,,,Box Tree,BT,A,1,b,Distichlis spicata,0,1.45,0,1.45,
1999,,,Box Tree,BT,A,1,b,Spartina alterniflora,0,18.4,0,18.4,
1999,,,Box Tree,BT,A,1,b,Spartina patens,0,7.71,0,7.71,
1999,,,Box Tree,BT,A,3,a,Distichlis spicata,0,1.91,0,1.91,
1999,,,Box Tree,BT,A,3,a,Spartina patens,6.94,37.49,0,44.43,
1999,,,Box Tree,BT,A,3,b,Spartina patens,15,38.19,0,53.19,
1999,,,Box Tree,BT,A,4,a,Distichlis spicata,7.16,3.76,0,10.92,
1999,,,Box Tree,BT,A,4,a,Pine needles,0,1.51,0,1.51,
1999,,,Box Tree,BT,A,4,a,Scirpus sp. ,0,3.12,0,3.12,
1999,,,Box Tree,BT,A,4,a,Spartina patens,6.68,2.45,0,9.13,
1999,,,Box Tree,BT,A,4,b,Distichlis spicata,0,3.66,0,3.66,
1999,,,Box Tree,BT,A,4,b,Plant debris - leaves,0,0.58,0,0.58,
1999,,,Box Tree,BT,A,4,b,Spartina alterniflora,0,1.53,0,1.53,
1999,,,Box Tree,BT,A,4,b,Spartina patens,3.14,4.65,0,7.79,
1999,,,Box Tree,BT,B,1,a,Spartina alterniflora,14.17,24.35,0,38.52,
1999,,,Box Tree,BT,B,1,b,Distichlis spicata,1.08,1.67,0,2.75,
1999,,,Box Tree,BT,B,1,b,Spartina alterniflora,12.44,4.04,0,16.48,
1999,,,Box Tree,BT,B,3,a,Distichlis spicata,0,1.05,0,1.05,
1999,,,Box Tree,BT,B,3,a,Spartina patens,0.26,41.32,0,41.58,
1999,,,Box Tree,BT,B,3,b,Spartina patens,29.28,78.97,0,108.25,
1999,,,Box Tree,BT,B,4,a,Distichlis spicata,1.15,0.36,0,1.51,
1999,,,Box Tree,BT,B,4,a,Fimbristylis spadicea,1.32,0.33,0,1.65,
1999,,,Box Tree,BT,B,4,a,Pine needles,0,0.29,0,0.29,
1999,,,Box Tree,BT,B,4,a,Spartina patens,1.92,0.2,0,2.12,
1999,,,Box Tree,BT,B,4,a,Typha sp.,0,27.74,0,27.74,
1999,,,Box Tree,BT,B,4,b,Distichlis spicata,4.49,0.52,0,5.01,
1999,,,Box Tree,BT,B,4,b,Juncus roemerianus,0.86,2.71,0,3.57,
1999,,,Box Tree,BT,B,4,b,Plant debris - leaves,0.27,0,0,0.27,
1999,,,Box Tree,BT,B,4,b,Scirpus sp. ,0,1.72,0,1.72,
1999,,,Box Tree,BT,B,4,b,Spartina patens,11.83,6.19,0,18.02,
1999,,,Box Tree,BT,C,1,a,Distichlis spicata,4.45,28.12,0,32.57,
1999,,,Box Tree,BT,C,1,a,Spartina patens,18.12,68.82,0,86.94,
1999,,,Box Tree,BT,C,1,b,Distichlis spicata,0,0.27,0,0.27,
1999,,,Box Tree,BT,C,1,b,Spartina alterniflora,0,2.84,0,2.84,
1999,,,Box Tree,BT,C,1,b,Spartina patens,2.54,7.7,0,10.24,
1999,,,Box Tree,BT,C,3,a,Distichlis spicata,10.22,3.19,0,13.41,
1999,,,Box Tree,BT,C,3,a,Spartina patens,40.15,27.25,0,67.4,
1999,,,Box Tree,BT,C,3,b,Spartina alterniflora,17.03,0,0,17.03,
1999,,,Box Tree,BT,C,4,a,Scirpus sp. ,2.17,0.21,0,2.38,
1999,,,Box Tree,BT,C,4,b,Distichlis spicata,7.34,3.33,0,10.67,
1999,,,Box Tree,BT,C,4,b,Plant debris - leaves,0,2.24,0,2.24,
1999,,,Box Tree,BT,C,4,b,Woody debris,0,1.56,0,1.56,
1999,,,Box Tree,BT,D,1,a,Distichlis spicata,0.59,1.41,0,2,
1999,,,Box Tree,BT,D,1,b,Distichlis spicata,1.25,10.4,0,11.65,
1999,,,Box Tree,BT,D,1,b,Spartina alterniflora,0,0.21,0,0.21,
1999,,,Box Tree,BT,D,3,a,Distichlis spicata,8.18,33.98,0,42.16,
1999,,,Box Tree,BT,D,3,a,Spartina alterniflora,0,7.9,0,7.9,
1999,,,Box Tree,BT,D,3,a,Spartina patens,8.4,34.53,0,42.93,
1999,,,Box Tree,BT,D,4,a,Phragmites australis,0,19.81,0,19.81,
1999,,,Box Tree,BT,D,4,a,Unidentified,0,0.2,0,0.2,
1999,,,Box Tree,BT,D,4,b,Phragmites australis,10.56,36.36,0,46.92,
1999,,,Broad Creek,BC,C,1,b,Salicornia sp.,0,2.82,0,2.82,
1999,,,Broad Creek,BC,C,1,b,Spartina alterniflora,8.19,18.2,0,26.39,
1999,,,Brownsville North,NB,A,1,a,Distichlis spicata,37.9,14.8,0,52.7,
1999,,,Brownsville North,NB,A,1,a,Spartina alterniflora,0.1,0.6,0,0.7,
1999,,,Brownsville North,NB,A,1,a,Spartina patens,14.7,8.6,0,23.3,
1999,,,Brownsville North,NB,A,1,b,Distichlis spicata,16.1,2.3,0,18.4,
1999,,,Brownsville North,NB,A,1,b,Spartina patens,15.5,2.6,0,18.1,
1999,,,Brownsville North,NB,A,2,a,Distichlis spicata,23.3,37.9,0,61.2,
1999,,,Brownsville North,NB,A,2,a,Spartina patens,4.7,1.6,0,6.3,
1999,,,Brownsville North,NB,A,2,a,Unidentified,0,9.8,0,9.8,
1999,,,Brownsville North,NB,A,2,b,Distichlis spicata,25.8,6.1,0,31.9,
1999,,,Brownsville North,NB,A,2,b,Spartina patens,13.1,2,0,15.1,
1999,,,Brownsville North,NB,A,2,b,Unidentified,0,0.6,0,0.6,
1999,,,Brownsville North,NB,A,3,a,Distichlis spicata,2.7,4.9,0,7.6,
1999,,,Brownsville North,NB,A,3,a,Spartina patens,39.1,103.8,0,142.9,
1999,,,Brownsville North,NB,A,3,b,Distichlis spicata,2.1,10.8,0,12.9,
1999,,,Brownsville North,NB,A,3,b,Spartina alterniflora,0,0.1,0,0.1,
1999,,,Brownsville North,NB,A,3,b,Spartina patens,24.3,43.6,0,67.9,
1999,,,Brownsville North,NB,A,4,a,Distichlis spicata,9.3,19.8,0,29.1,
1999,,,Brownsville North,NB,A,4,a,Spartina patens,7.3,27.8,0,35.1,
1999,,,Brownsville North,NB,A,4,b,Distichlis spicata,1.1,7.1,0,8.2,
1999,,,Brownsville North,NB,A,4,b,Spartina patens,8.3,16,0,24.3,
1999,,,Brownsville North,NB,B,1,a,Distichlis spicata,0.2,0,0,0.2,
1999,,,Brownsville North,NB,B,1,a,Spartina alterniflora,33.8,0,0,33.8,
1999,,,Brownsville North,NB,B,1,b,Spartina alterniflora,1.2,2.4,0,3.6,
1999,,,Brownsville North,NB,B,1,b,Spartina patens,33.4,241.2,0,274.6,
1999,,,Brownsville North,NB,B,2,a,Distichlis spicata,6.7,2.8,0,9.5,
1999,,,Brownsville North,NB,B,2,a,Spartina patens,3.3,8.2,0,11.5,
1999,,,Brownsville North,NB,B,2,a,Unidentified,0,0.9,0,0.9,
1999,,,Brownsville North,NB,B,2,b,Distichlis spicata,40.2,1.7,0,41.9,
1999,,,Brownsville North,NB,B,2,b,Spartina alterniflora,0,0.1,0,0.1,
1999,,,Brownsville North,NB,B,2,b,Spartina patens,6.2,54.9,0,61.1,
1999,,,Brownsville North,NB,B,3,a,Distichlis spicata,0.8,4.5,0,5.3,
1999,,,Brownsville North,NB,B,3,a,Spartina patens,1,39.6,0,40.6,
1999,,,Brownsville North,NB,B,3,b,Distichlis spicata,0.9,17.3,0,18.2,
1999,,,Brownsville North,NB,B,3,b,Spartina alterniflora,0,0.1,0,0.1,
1999,,,Brownsville North,NB,B,3,b,Spartina patens,1.1,49.4,0,50.5,
1999,,,Brownsville North,NB,B,4,a,Distichlis spicata,0.8,10.7,0,11.5,
1999,,,Brownsville North,NB,B,4,a,Spartina patens,0.6,29.7,0,30.3,
1999,,,Brownsville North,NB,B,4,b,Distichlis spicata,3,18,0,21,
1999,,,Brownsville North,NB,B,4,b,Spartina patens,5.2,61.9,0,67.1,
1999,,,Brownsville North,NB,C,1,a,Spartina patens,17.5,101.2,0,118.7,
1999,,,Brownsville North,NB,C,1,b,Distichlis spicata,16.3,21.7,0,38,
1999,,,Brownsville North,NB,C,1,b,Spartina patens,40,112.5,0,152.5,
1999,,,Brownsville North,NB,C,2,a,Distichlis spicata,11.5,4.6,0,16.1,
1999,,,Brownsville North,NB,C,2,a,Spartina patens,35,24.5,0,59.5,
1999,,,Brownsville North,NB,C,2,a,Unidentified,0,8.2,0,8.2,
1999,,,Brownsville North,NB,C,2,b,Distichlis spicata,1.1,2.3,0,3.4,
1999,,,Brownsville North,NB,C,2,b,Spartina alterniflora,0,1.3,0,1.3,
1999,,,Brownsville North,NB,C,2,b,Spartina patens,110.1,87.5,0,197.6,
1999,,,Brownsville North,NB,C,3,a,Distichlis spicata,0,0.1,0,0.1,
1999,,,Brownsville North,NB,C,3,a,Spartina patens,1.7,46.5,0,48.2,
1999,,,Brownsville North,NB,C,3,b,Distichlis spicata,0.6,29.4,0,30,
1999,,,Brownsville North,NB,C,3,b,Spartina alterniflora,0,0.2,0,0.2,
1999,,,Brownsville North,NB,C,3,b,Spartina patens,1.4,44.9,0,46.3,
1999,,,Brownsville North,NB,C,4,a,Distichlis spicata,2,9.4,0,11.4,
1999,,,Brownsville North,NB,C,4,a,Spartina alterniflora,0,28.9,0,28.9,
1999,,,Brownsville North,NB,C,4,a,Spartina patens,1.4,45,0,46.4,
1999,,,Brownsville North,NB,C,4,b,Distichlis spicata,3.1,15.5,0,18.6,
1999,,,Brownsville North,NB,C,4,b,Spartina patens,13.8,89.5,0,103.3,
1999,,,Brownsville North,NB,D,1,a,Distichlis spicata,40.3,15.5,0,55.8,
1999,,,Brownsville North,NB,D,1,a,Spartina alterniflora,0,2.9,0,2.9,
1999,,,Brownsville North,NB,D,1,a,Spartina patens,1,3.7,0,4.7,
1999,,,Brownsville North,NB,D,1,a,Unidentified,0,3.6,0,3.6,
1999,,,Brownsville North,NB,D,1,b,Distichlis spicata,11.3,5.6,0,16.9,
1999,,,Brownsville North,NB,D,1,b,Spartina alterniflora,0,1,0,1,
1999,,,Brownsville North,NB,D,1,b,Spartina patens,27.2,2.2,0,29.4,
1999,,,Brownsville North,NB,D,1,b,Unidentified,0.1,1.6,0,1.7,
1999,,,Brownsville North,NB,D,2,a,Distichlis spicata,0,15.8,0,15.8,
1999,,,Brownsville North,NB,D,2,a,Spartina alterniflora,0,0.4,0,0.4,
1999,,,Brownsville North,NB,D,2,a,Spartina patens,0,176.5,0,176.5,
1999,,,Brownsville North,NB,D,2,b,Distichlis spicata,0,2.2,0,2.2,
1999,,,Brownsville North,NB,D,2,b,Spartina alterniflora,0,2.2,0,2.2,
1999,,,Brownsville North,NB,D,2,b,Spartina patens,32.1,97.9,0,130,
1999,,,Brownsville North,NB,D,3,a,Distichlis spicata,2.1,43.2,0,45.3,
1999,,,Brownsville North,NB,D,3,a,Spartina alterniflora,0,0.2,0,0.2,
1999,,,Brownsville North,NB,D,3,a,Spartina patens,7.9,60.4,0,68.3,
1999,,,Brownsville North,NB,D,3,b,Distichlis spicata,0,1.2,0,1.2,
1999,,,Brownsville North,NB,D,3,b,Spartina alterniflora,0,1.3,0,1.3,
1999,,,Brownsville North,NB,D,3,b,Spartina patens,16.3,184.7,0,201,
1999,,,Brownsville North,NB,D,4,a,Distichlis spicata,0,1.7,0,1.7,
1999,,,Brownsville North,NB,D,4,a,Spartina alterniflora,0,15.1,0,15.1,
1999,,,Brownsville North,NB,D,4,a,Spartina patens,9.8,12.1,0,21.9,
1999,,,Brownsville North,NB,D,4,b,Distichlis spicata,0,3.3,0,3.3,
1999,,,Brownsville North,NB,D,4,b,Spartina alterniflora,0,6.8,0,6.8,
1999,,,Brownsville North,NB,D,4,b,Spartina patens,21.6,48.5,0,70.1,
1999,,,Channel Point,CP,A,1,a,Spartina alterniflora,46.9,11,0,57.9,
1999,,,Channel Point,CP,A,1,b,Spartina alterniflora,76.2,14.7,0,90.9,
1999,,,Channel Point,CP,A,2,a,Spartina alterniflora,50.4,28.2,0,78.6,
1999,,,Channel Point,CP,A,2,b,Spartina alterniflora,60.4,15.3,0,75.7,
1999,,,Channel Point,CP,A,3,a,Juncus roemerianus,135.3,16.3,0,151.6,
1999,,,Channel Point,CP,A,3,b,Juncus roemerianus,71.4,59,0,130.4,
1999,,,Channel Point,CP,A,4,a,Distichlis spicata,1.8,3.1,0,4.9,
1999,,,Channel Point,CP,A,4,a,Juncus roemerianus,11.6,13.9,0,25.5,
1999,,,Channel Point,CP,A,4,a,Phragmites australis,25.4,33.6,0,59,
1999,,,Channel Point,CP,A,4,a,Spartina patens,2.8,0.1,0,2.9,
1999,,,Channel Point,CP,A,4,b,Atriplex arenaria,1.2,0,0,1.2,
1999,,,Channel Point,CP,A,4,b,Distichlis spicata,12.4,3.6,0,16,
1999,,,Channel Point,CP,A,4,b,Spartina alterniflora,8.7,8.9,0,17.6,
1999,,,Channel Point,CP,B,1,a,Spartina alterniflora,37.9,13.9,0,51.8,
1999,,,Channel Point,CP,B,1,b,Spartina alterniflora,48.5,10.6,0,59.1,
1999,,,Channel Point,CP,B,2,a,Spartina alterniflora,29.3,11.7,0,41,
1999,,,Channel Point,CP,B,2,b,Spartina alterniflora,37,12.6,0,49.6,
1999,,,Channel Point,CP,B,3,a,Juncus roemerianus,55.5,55.1,0,110.6,
1999,,,Channel Point,CP,B,3,a,Spartina alterniflora,3.1,1.1,0,4.2,
1999,,,Channel Point,CP,B,3,b,Juncus roemerianus,84.8,84.7,0,169.5,
1999,,,Channel Point,CP,B,3,b,Spartina alterniflora,2.6,0.4,0,3,
1999,,,Channel Point,CP,B,4,a,Distichlis spicata,0.7,1,0,1.7,
1999,,,Channel Point,CP,B,4,a,Juncus gerardi,38.4,23.8,0,62.2,
1999,,,Channel Point,CP,B,4,a,Phragmites australis,19.2,4.2,0,23.4,
1999,,,Channel Point,CP,B,4,a,Sabatia stellaris,1,0.2,0,1.2,
1999,,,Channel Point,CP,B,4,a,Spartina patens,9.6,0,0,9.6,
1999,,,Channel Point,CP,B,4,a,Unidentified,0,0,0,0.2,
1999,,,Channel Point,CP,B,4,b,Juncus gerardi,0,11.3,0,11.3,
1999,,,Channel Point,CP,B,4,b,Phragmites australis,0.5,0,0,0.5,
1999,,,Channel Point,CP,B,4,b,Polygonum punctatum,1.8,0,0,1.8,
1999,,,Channel Point,CP,B,4,b,Unidentified,0,0,0,1.8,
1999,,,Channel Point,CP,C,1,a,Spartina alterniflora,113.2,13.5,0,126.7,
1999,,,Channel Point,CP,C,1,b,Spartina alterniflora,74.9,13.6,0,88.5,
1999,,,Channel Point,CP,C,2,a,Spartina alterniflora,42.1,5.8,0,47.9,
1999,,,Channel Point,CP,C,2,b,Spartina alterniflora,42.2,7.9,0,50.1,
1999,,,Channel Point,CP,C,3,a,Juncus roemerianus,51.8,44.9,0,96.7,
1999,,,Channel Point,CP,C,3,b,Distichlis spicata,1.9,5.2,0,7.1,
1999,,,Channel Point,CP,C,3,b,Juncus roemerianus,7.5,5.9,0,13.4,
1999,,,Channel Point,CP,C,3,b,Limonium carolinianum,2.7,3.7,0,6.4,
1999,,,Channel Point,CP,C,3,b,Sabatia stellaris,0,0.7,0,0.7,
1999,,,Channel Point,CP,C,3,b,Spartina patens,4.1,0.9,0,5,
1999,,,Channel Point,CP,C,3,b,Unidentified,0,0,0,0.7,
1999,,,Channel Point,CP,C,4,a,Phragmites australis,25.4,127.1,0,152.5,
1999,,,Channel Point,CP,C,4,b,Phragmites australis,30.8,123.3,0,154.1,
1999,,,Channel Point,CP,D,1,a,Spartina alterniflora,21.2,5,0,26.2,
1999,,,Channel Point,CP,D,1,b,Spartina alterniflora,175.8,26.8,0,202.6,
1999,,,Channel Point,CP,D,2,a,Distichlis spicata,5.6,0.7,0,6.3,
1999,,,Channel Point,CP,D,2,a,Spartina alterniflora,15.1,12.3,0,27.4,
1999,,,Channel Point,CP,D,2,a,Spartina patens,7,0,0,7,
1999,,,Channel Point,CP,D,2,b,Distichlis spicata,3.1,0.6,0,3.7,
1999,,,Channel Point,CP,D,2,b,Spartina alterniflora,34.6,15.7,0,50.3,
1999,,,Channel Point,CP,D,3,a,Juncus roemerianus,56.5,47,0,103.5,
1999,,,Channel Point,CP,D,3,b,Juncus roemerianus,109,59.9,0,168.9,
1999,,,Channel Point,CP,D,4,a,Distichlis spicata,16.3,52.1,0,68.4,
1999,,,Channel Point,CP,D,4,a,Phragmites australis,26.2,10,0,36.2,
1999,,,Channel Point,CP,D,4,a,Spartina patens,21.2,18.2,0,39.4,
1999,,,Channel Point,CP,D,4,b,Juncus roemerianus,45.5,0,0,45.5,
1999,,,Channel Point,CP,D,4,b,Phragmites australis,0,10.7,0,10.7,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,1,a,Algae: unidentified,0,0,0,0.09,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,1,a,Spartina alterniflora,18.12,2.12,0,20.24,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,1,b,Algae: unidentified,1.18,0,0,1.18,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,1,b,Phragmites australis,1.27,0,0,1.27,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,1,b,Spartina alterniflora,31.84,3.73,0,35.57,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,2,a,Spartina alterniflora,16.61,11.1,0,27.71,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,2,b,Distichlis spicata,0.13,0,0,0.13,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,2,b,Salicornia sp.,0.4,0,0,0.4,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,2,b,Spartina alterniflora,15.03,18.06,0,33.09,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,3,a,Distichlis spicata,0,0,0,3.99,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,3,a,Salicornia sp.,0,0,0,1.86,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,3,a,Unidentified,0,0,0,0.55,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,3,b,Salicornia sp.,1.23,0,0,1.23,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,3,b,Spartina alterniflora,0,9.43,0,9.43,
1999,,1/14/00 0:00,Cushmans Landing,CL,A,4,b,Juncus roemerianus,29.66,71.27,0,100.93,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,1,a,Spartina alterniflora,1.12,41.89,0,43.01,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,2,a,Spartina alterniflora,13.59,20.64,0,34.23,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,2,b,Spartina alterniflora,16.25,29.04,0,45.29,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,3,a,Distichlis spicata,17.1,18.4,0,35.5,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,3,a,Spartina alterniflora,3.5,7.69,0,11.19,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,3,b,Distichlis spicata,0,0,0,46.98,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,3,b,Spartina alterniflora,0,0,0,10.06,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,4,a,Distichlis spicata,17.99,34.16,0,52.15,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,4,a,Spartina patens,17.62,49.6,0,67.22,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,4,a,Unidentified,0,3.29,0,3.29,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,4,b,Distichlis spicata,0,0,0,31.45,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,4,b,Spartina patens,0,0,0,25.22,
1999,,1/14/00 0:00,Cushmans Landing,CL,B,4,b,Unidentified,0,0,0,1.57,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,1,a,Algae: unidentified,1.1,0,0,1.1,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,1,a,Spartina alterniflora,16.09,22.12,0,38.21,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,1,b,Algae: unidentified,0.45,0,0,0.45,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,1,b,Spartina alterniflora,8.64,7.14,0,15.78,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,2,a,Spartina alterniflora,18.51,12.28,0,30.79,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,2,b,Distichlis spicata,0,40.29,0,40.29,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,2,b,Spartina patens,0,19.27,0,19.27,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,a,Distichlis spicata,0,21.69,0,21.69,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,a,Juncus roemerianus,0,1.03,0,1.03,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,a,Spartina patens,0,18.11,0,18.11,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,b,Algae: unidentified,0,0,0,2.07,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,b,Distichlis spicata,2.14,8.75,0,10.89,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,b,Spartina alterniflora,0,0.29,0,0.29,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,3,b,Spartina patens,1.34,22.93,0,24.27,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,a,Distichlis spicata,0,0,0,14.67,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,a,Juncus roemerianus,0,0,0,59.68,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,a,Spartina patens,0,0,0,63.82,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,a,Woody debris,0,0,0,2.13,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,b,Algae: unidentified,2.41,0,0,2.41,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,b,Juncus roemerianus,5.46,12.09,0,17.55,
1999,,1/14/00 0:00,Cushmans Landing,CL,C,4,b,Spartina patens,0.34,11.86,0,12.2,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,1,a,Spartina alterniflora,18.59,17.41,0,36,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,1,b,Spartina alterniflora,8.12,22.68,0,30.8,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,2,a,Spartina alterniflora,10.74,26.58,0,37.32,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,2,b,Spartina alterniflora,53.21,30.03,0,83.24,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,3,a,Juncus roemerianus,34.36,69.56,0,103.92,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,3,a,Spartina alterniflora,0,0.11,0,0.11,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,3,a,Spartina patens,0,6.39,0,6.39,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,3,b,Distichlis spicata,1.31,0.18,0,1.49,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,3,b,Spartina patens,3.25,6.34,0,9.59,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,a,Distichlis spicata,0.31,0,0,0.31,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,a,Juncus roemerianus,42.72,52.6,0,95.32,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,a,Spartina patens,4.02,2.46,0,6.48,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,b,Distichlis spicata,0.14,0.45,0,0.59,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,b,Juncus roemerianus,19.69,0,0,19.69,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,b,Spartina patens,9.63,8.42,0,18.05,
1999,,1/14/00 0:00,Cushmans Landing,CL,D,4,b,Woody debris,4.27,0,0,4.27,
1999,,,Gator Tract,GT,A,1,a,Spartina alterniflora,5.84,30.81,0,36.65,
1999,,,Gator Tract,GT,A,1,b,Spartina alterniflora,0,27.92,0,27.92,
1999,,,Gator Tract,GT,A,2,a,Juncus roemerianus,9.93,19.52,0,29.45,
1999,,,Gator Tract,GT,A,2,b,Spartina alterniflora,10.69,37.9,0,48.59,
1999,,,Gator Tract,GT,A,3,a,Salicornia sp.,10.17,0,0,10.17,
1999,,,Gator Tract,GT,A,3,a,Spartina alterniflora,0,0.35,0,0.35,
1999,,,Gator Tract,GT,A,3,b,Salicornia sp.,21.51,0,0,21.51,
1999,,,Gator Tract,GT,A,3,b,Spartina alterniflora,0,0.04,0,0.04,
1999,,,Gator Tract,GT,A,4,a,Distichlis spicata,0.72,0.94,0,1.66,
1999,,,Gator Tract,GT,A,4,a,Spartina patens,11.1,9.18,0,20.28,
